k_parent,k_child,parent_gep,child_gep,raw_sim,kl_div,penalty,gated_sim,parent_celltype,child_celltype,celltype_match
7,8,3,4,0.22613421977203124,3.8655401677165075,0.14474668217561984,0.03273217803837397,Tumor/Epithelials,Plasma_XBP1,False
7,8,3,5,0.721853722671613,3.530057707361123,0.17118184718734616,0.123568253645989,Tumor/Epithelials,Fibroblasts/Stromal,False
7,8,3,6,-0.09023171533395162,4.2923813154466846,0.11692873203041583,-0.010550680062928391,Tumor/Epithelials,Mac_C1Q_ZEB2,False
7,8,3,7,0.846585799750899,3.2926613886885026,0.19275589288055833,0.16318440173098608,Tumor/Epithelials,Endothelials,False
7,8,3,8,0.7749312022798197,3.91646652791981,0.14110750053401278,0.10934860503952282,Tumor/Epithelials,Tumor/Epithelials,True
7,8,4,1,0.6730138382076469,2.5182497674832085,0.2839023653969743,0.1910702206120475,Fibroblasts/Stromal,Tumor/Epithelials,False
7,8,4,2,-0.7426470588235294,0.615130231229424,0.7352349907106749,-0.5460201033954277,Fibroblasts/Stromal,CD4+Tcells,False
7,8,4,3,0.7116428160926985,3.112292941970545,0.2109473988815604,0.1501192009875034,Fibroblasts/Stromal,Tumor/Epithelials,False
7,8,4,4,0.30958324403923737,1.152769254777737,0.5619262713918023,0.17396295800834705,Fibroblasts/Stromal,Plasma_XBP1,False
7,8,4,5,0.9730392156862747,0.000780817784308632,0.9996096673074806,0.9726594066692889,Fibroblasts/Stromal,Fibroblasts/Stromal,True
7,8,4,6,0.40441176470588236,0.08274075535036132,0.9594736964924498,0.3880224507873878,Fibroblasts/Stromal,Mac_C1Q_ZEB2,False
7,8,4,7,0.7083333333333334,0.46221595166335805,0.7936537659831115,0.5621714175713707,Fibroblasts/Stromal,Endothelials,False
7,8,4,8,0.7573529411764707,0.040252150270871166,0.9800751024160365,0.7422627613886159,Fibroblasts/Stromal,Tumor/Epithelials,False
7,8,5,1,0.1980946391705527,2.978744011173097,0.22551423275826057,0.044673160566071665,Mac_C1Q_ZEB2,Tumor/Epithelials,False
7,8,5,2,-0.45098039215686275,0.783248968287709,0.6759578992166927,-0.3048437584702732,Mac_C1Q_ZEB2,CD4+Tcells,False
7,8,5,3,-0.05304973719963752,3.8990968627279834,0.14233833260299705,-0.007551011138023591,Mac_C1Q_ZEB2,Tumor/Epithelials,False
7,8,5,4,0.3660944711257648,1.349615879563236,0.5092542186921417,0.1864351538606642,Mac_C1Q_ZEB2,Plasma_XBP1,False
7,8,5,5,0.4387254901960785,0.0785400085950447,0.9614910673755264,0.4218306398534785,Mac_C1Q_ZEB2,Fibroblasts/Stromal,False
7,8,5,6,0.9681372549019608,0.002456532459653336,0.998772487780399,0.9669488545913176,Mac_C1Q_ZEB2,Mac_C1Q_ZEB2,True
7,8,5,7,0.16176470588235298,0.729589631604342,0.6943391036749564,0.11231956088859592,Mac_C1Q_ZEB2,Endothelials,False
7,8,5,8,0.35294117647058826,0.06342890914401954,0.9687831741936163,0.34192347324480576,Mac_C1Q_ZEB2,Tumor/Epithelials,False
7,8,6,1,0.7365057097366703,2.4688007557290166,0.29100920562393,0.2143299415279572,Endothelials,Tumor/Epithelials,False
7,8,6,2,-0.27941176470588236,0.11053682739923194,0.9462311324654337,-0.2643881105418123,Endothelials,CD4+Tcells,False
7,8,6,3,0.7375207366778875,2.964339374247776,0.2271443212421276,0.1675236471346927,Endothelials,Tumor/Epithelials,False
7,8,6,4,0.42997672783227414,0.843785442790322,0.6558043893997911,0.28198062545216473,Endothelials,Plasma_XBP1,False
7,8,6,5,0.7107843137254903,0.4541840138847056,0.7968474634186381,0.5663866774299144,Endothelials,Fibroblasts/Stromal,False
7,8,6,6,0.1936274509803922,0.7111400760125529,0.7007738615961248,0.1356890565345438,Endothelials,Mac_C1Q_ZEB2,False
7,8,6,7,0.9264705882352943,0.0014041912257562374,0.9992981507985752,0.9258203455927978,Endothelials,Endothelials,True
7,8,6,8,0.6642156862745099,0.4715885612926436,0.7899431638156755,0.5246926406716865,Endothelials,Tumor/Epithelials,False
7,8,7,1,0.6882518873746125,2.998697641730147,0.2232755051707783,0.1536697878383082,Tumor/Epithelials,Tumor/Epithelials,True
7,8,7,2,-0.5171568627450981,0.5509543557708749,0.759209758668423,-0.3926305369584247,Tumor/Epithelials,CD4+Tcells,False
7,8,7,3,0.7349329446193686,3.4473969321936986,0.17840510101763085,0.13111578622600337,Tumor/Epithelials,Tumor/Epithelials,True
7,8,7,4,0.17199069113290966,1.3198458512287439,0.5168911720259732,0.08890046991724683,Tumor/Epithelials,Plasma_XBP1,False
7,8,7,5,0.7696078431372549,0.03347830624820535,0.9834001680435985,0.7568324822688479,Tumor/Epithelials,Fibroblasts/Stromal,False
7,8,7,6,0.25000000000000006,0.05855678548707044,0.9711460668120655,0.24278651670301643,Tumor/Epithelials,Mac_C1Q_ZEB2,False
7,8,7,7,0.6960784313725491,0.47990057007355946,0.7866669692138564,0.5475819099429785,Tumor/Epithelials,Endothelials,False
7,8,7,8,0.985294117647059,0.00016562834816456632,0.9999171892549168,0.9852125247070506,Tumor/Epithelials,Tumor/Epithelials,True
8,9,1,1,-0.33269740681208204,3.788658513987593,0.15041919383972066,-0.050044075725238966,Tumor/Epithelials,CD4+Tcells,False
8,9,1,2,0.9864640873577746,0.4238821784587111,0.8090123557040326,0.7980616351307418,Tumor/Epithelials,Tumor/Epithelials,True
8,9,1,3,0.8030904947913864,1.3539884833475515,0.5081420514399152,0.4080840515151916,Tumor/Epithelials,Tumor/Epithelials,True
8,9,1,4,0.35897507718637583,2.407993603847452,0.29999280080704505,0.10768993882506607,Tumor/Epithelials,Plasma_XBP1,False
8,9,1,5,0.6857122125134516,2.611544084235173,0.2709632592226816,0.1858028159914409,Tumor/Epithelials,Fibroblasts/Stromal,False
8,9,1,6,0.08380927041831075,3.1126214932784277,0.21091274820587103,0.01767644354905493,Tumor/Epithelials,Mac_C1Q_ZEB2,False
8,9,1,7,0.7415850594589921,3.118401151989452,0.2103041261851009,0.15595839792144942,Tumor/Epithelials,Tumor/Epithelials,True
8,9,1,8,0.7390453845978312,2.4225326646335015,0.2978199015714972,0.22010242369779537,Tumor/Epithelials,Endothelials,False
8,9,1,9,0.7085692862639,3.0786454390149913,0.2145263467452943,0.15200678039811513,Tumor/Epithelials,Tumor/Epithelials,True
8,9,2,1,1.0,7.321186601725086e-06,0.999996339413399,0.999996339413399,CD4+Tcells,CD4+Tcells,True
8,9,2,2,-0.29938311627002184,3.081100483709329,0.21426317241983694,-0.06414677626095178,CD4+Tcells,Tumor/Epithelials,False
8,9,2,3,-0.29242050261263614,4.203784666511275,0.12222491899684915,-0.03574107224484736,CD4+Tcells,Tumor/Epithelials,False
8,9,2,4,-0.2383299577127462,1.4693001061481425,0.47967328980045637,-0.11432051487407663,CD4+Tcells,Plasma_XBP1,False
8,9,2,5,-0.6323529411764707,0.5911862300839125,0.7440901255139755,-0.4705275793691316,CD4+Tcells,Fibroblasts/Stromal,False
8,9,2,6,-0.5220588235294118,0.7593715928676008,0.6840763146661786,-0.3571280760389609,CD4+Tcells,Mac_C1Q_ZEB2,False
8,9,2,7,-0.6225490196078433,0.5439626458571152,0.7618684904291814,-0.47430048178679435,CD4+Tcells,Tumor/Epithelials,False
8,9,2,8,-0.17156862745098042,0.11926238493656804,0.9421119274941451,-0.16163685030536806,CD4+Tcells,Endothelials,False
8,9,2,9,-0.5245098039215687,0.5471996199049876,0.7606364134827033,-0.3989612560914179,CD4+Tcells,Tumor/Epithelials,False
8,9,3,1,-0.3001838787881928,4.20760272863243,0.12199181040667227,-0.0366199748282687,Tumor/Epithelials,CD4+Tcells,False
8,9,3,2,0.7730426548579243,1.8297119655483831,0.40057431153794787,0.3096610292591805,Tumor/Epithelials,Tumor/Epithelials,True
8,9,3,3,0.9972677595628415,4.5637134729841985e-05,0.9999771816929766,0.9972450036009193,Tumor/Epithelials,Tumor/Epithelials,True
8,9,3,4,0.245147940474829,3.5030787857273133,0.17350664287509296,0.0425347961595307,Tumor/Epithelials,Plasma_XBP1,False
8,9,3,5,0.7103489200634391,3.196233077663003,0.20227714057776178,0.14368734836293354,Tumor/Epithelials,Fibroblasts/Stromal,False
8,9,3,6,-0.13585908307224243,3.99152400137654,0.13591005114655935,-0.018464614929073125,Tumor/Epithelials,Mac_C1Q_ZEB2,False
8,9,3,7,0.6663564550686176,3.617553142175873,0.16385447853219046,0.10918548946182734,Tumor/Epithelials,Tumor/Epithelials,True
8,9,3,8,0.833269042843087,2.900516585130551,0.234509708156359,0.19540968005286094,Tumor/Epithelials,Endothelials,False
8,9,3,9,0.7879826818190062,3.553008026971524,0.16922873570031866,0.1333493129979769,Tumor/Epithelials,Tumor/Epithelials,True
8,9,4,1,-0.22850191821943713,1.46654560366505,0.48033437557047265,-0.10975732620458854,Plasma_XBP1,CD4+Tcells,False
8,9,4,2,0.29886387663972014,2.795265598204277,0.24718139996188088,0.07387359142584089,Plasma_XBP1,Tumor/Epithelials,False
8,9,4,3,0.1971560156199683,3.502451457852251,0.17356107418800867,0.03421860985362951,Plasma_XBP1,Tumor/Epithelials,False
8,9,4,4,0.9975369458128076,0.00011129572910765347,0.9999443536837599,0.9974814365564597,Plasma_XBP1,Plasma_XBP1,True
8,9,4,5,0.19901779973950973,1.1918111658120125,0.5510633063311574,0.10967140674320638,Plasma_XBP1,Fibroblasts/Stromal,False
8,9,4,6,0.43489074757892865,1.3424925761722004,0.5110712387190299,0.22226015307260802,Plasma_XBP1,Mac_C1Q_ZEB2,False
8,9,4,7,0.1302215232863459,1.3783752976203967,0.5019836905260101,0.06536908084519867,Plasma_XBP1,Tumor/Epithelials,False
8,9,4,8,0.20884583923281888,0.8575133824822055,0.6513183813708663,0.13602513396515975,Plasma_XBP1,Endothelials,False
8,9,4,9,0.09090936531310939,1.371223178731499,0.503782027607169,0.045798504385919085,Plasma_XBP1,Tumor/Epithelials,False
8,9,5,1,-0.625,0.5870955491979148,0.7456136006224409,-0.4660085003890255,Fibroblasts/Stromal,CD4+Tcells,False
8,9,5,2,0.6651566307087096,2.2349043861802977,0.3271121524315545,0.2175808171752466,Fibroblasts/Stromal,Tumor/Epithelials,False
8,9,5,3,0.7155245041804769,3.17796198625639,0.2041335192455085,0.14606253514475828,Fibroblasts/Stromal,Tumor/Epithelials,False
8,9,5,4,0.20884583923281888,1.1876685592082918,0.5522059085064157,0.11532590639134359,Fibroblasts/Stromal,Plasma_XBP1,False
8,9,5,5,0.9975490196078433,2.8796668642793233e-05,0.9999856017693342,0.9975346566669585,Fibroblasts/Stromal,Fibroblasts/Stromal,True
8,9,5,6,0.34558823529411764,0.07623656038243151,0.9625990777544746,0.332662916576914,Fibroblasts/Stromal,Mac_C1Q_ZEB2,False
8,9,5,7,0.698529411764706,0.03647947067704718,0.9819256018723548,0.6859039130726008,Fibroblasts/Stromal,Tumor/Epithelials,False
8,9,5,8,0.7647058823529413,0.45003731449457257,0.7985013207837995,0.6106186570699645,Fibroblasts/Stromal,Endothelials,False
8,9,5,9,0.8333333333333335,0.03399835721626585,0.983144492181468,0.8192870768178901,Fibroblasts/Stromal,Tumor/Epithelials,False
8,9,6,1,-0.5073529411764706,0.7643531794193315,0.6823745422429074,-0.34620473099088683,Mac_C1Q_ZEB2,CD4+Tcells,False
8,9,6,2,0.07014834523481683,2.68471704333438,0.2612288275998661,0.018324769983761854,Mac_C1Q_ZEB2,Tumor/Epithelials,False
8,9,6,3,-0.15397362748187476,3.9881458551186952,0.13613980714461885,-0.020961939950739816,Mac_C1Q_ZEB2,Tumor/Epithelials,False
8,9,6,4,0.4324337377056014,1.3315048539475225,0.5138867199730295,0.22222195507520887,Mac_C1Q_ZEB2,Plasma_XBP1,False
8,9,6,5,0.35294117647058826,0.07687133638417548,0.9622936088361939,0.3396330384127743,Mac_C1Q_ZEB2,Fibroblasts/Stromal,False
8,9,6,6,0.9975490196078433,4.04181761015936e-05,0.9999797911161514,0.9975288602555727,Mac_C1Q_ZEB2,Mac_C1Q_ZEB2,True
8,9,6,7,0.22058823529411767,0.05794056473953388,0.9714453330908496,0.21428941171121685,Mac_C1Q_ZEB2,Tumor/Epithelials,False
8,9,6,8,0.04656862745098039,0.7139432439915008,0.6997923561632955,0.032588369527212294,Mac_C1Q_ZEB2,Endothelials,False
8,9,6,9,0.1985294117647059,0.055155156539861805,0.9727992115462148,0.19312925523343974,Mac_C1Q_ZEB2,Tumor/Epithelials,False
8,9,7,1,-0.16911764705882354,0.12033598420867539,0.941606337866649,-0.15924224831568332,Endothelials,CD4+Tcells,False
8,9,7,2,0.7403155720317276,2.0021203159856307,0.3674896375047379,0.27205830120505226,Endothelials,Tumor/Epithelials,False
8,9,7,3,0.8500896912234599,2.883907671602383,0.2364652926833462,0.20101670764225085,Endothelials,Tumor/Epithelials,False
8,9,7,4,0.23587294783941895,0.8611731742538542,0.6501276263555579,0.15334751970032975,Endothelials,Plasma_XBP1,False
8,9,7,5,0.7500000000000001,0.4556950370963215,0.796245663274089,0.5971842474555669,Endothelials,Fibroblasts/Stromal,False
8,9,7,6,0.019607843137254905,0.7116886095015126,0.7005816889849711,0.013736895862450416,Endothelials,Mac_C1Q_ZEB2,False
8,9,7,7,0.6299019607843138,0.4952309862476047,0.780660054735896,0.4917392991841306,Endothelials,Tumor/Epithelials,False
8,9,7,8,0.9975490196078433,3.301710455312474e-05,0.9999834915839888,0.997532551653636,Endothelials,Endothelials,True
8,9,7,9,0.7377450980392158,0.4890575249910037,0.7830734648944391,0.5777086101304564,Endothelials,Tumor/Epithelials,False
8,9,8,1,-0.49754901960784315,0.5383358228556336,0.7640149580347056,-0.38013489333589523,Tumor/Epithelials,CD4+Tcells,False
8,9,8,2,0.6814410679953635,2.5775741380605783,0.27560487011891144,0.18780847703855447,Tumor/Epithelials,Tumor/Epithelials,True
8,9,8,3,0.7284634644730713,3.476274525339499,0.17584765371810565,0.1280985910469522,Tumor/Epithelials,Tumor/Epithelials,True
8,9,8,4,0.08845235543978211,1.3358344766651975,0.5127754554375074,0.04535619684515455,Tumor/Epithelials,Plasma_XBP1,False
8,9,8,5,0.7794117647058825,0.03311895083467266,0.983576879005661,0.7666113909897065,Tumor/Epithelials,Fibroblasts/Stromal,False
8,9,8,6,0.21568627450980393,0.05804201106209799,0.9713960595622076,0.20951679716047616,Tumor/Epithelials,Mac_C1Q_ZEB2,False
8,9,8,7,0.8529411764705884,0.0027292187885133894,0.9986363212617673,0.8517780387232723,Tumor/Epithelials,Tumor/Epithelials,True
8,9,8,8,0.7230392156862746,0.4707838138554541,0.7902610801402761,0.5713897515720134,Tumor/Epithelials,Endothelials,False
8,9,8,9,0.982843137254902,0.0007140628180366767,0.9996430323191107,0.9824922940195181,Tumor/Epithelials,Tumor/Epithelials,True
9,10,1,1,-0.29938311627002184,3.0856047186059232,0.21378116955795828,-0.06400247274211147,CD4+Tcells,Tumor/Epithelials,False
9,10,1,2,-0.3453957811178867,3.745131629670258,0.1537287159328777,-0.053097249919886014,CD4+Tcells,Tumor/Epithelials,False
9,10,1,3,0.8799019607843139,0.31656351127647925,0.8536092388669813,0.7510924430226626,CD4+Tcells,CD4+Tcells,True
